task,run_dir,device,display_name,family,method,parameters,resolved_model_name,seed,trainable_parameters,best_epoch,best_val_metric,f1_50,map50,map50_95,precision50,recall50,train_seconds,image_size,shared_backbone,classification_head,roi_attention,train_roi_only,init_source,center_detection_head,class_agnostic_detection,count_aware_bias,count_aware_max,count_aware_min,count_aware_multiplier,count_aware_topk,decoder_branching,decoupled_decoder,dense_count_residual,density_count_head,detection_classes,highres_detection,roi_class_weight_power,roi_focal_gamma,roi_global_context,roi_quality_background_count,roi_quality_inference_power,roi_quality_jitter_count,roi_quality_loss_weight,segmentation_box_refine,segmentation_box_refine_blend,segmentation_box_refine_expansion,segmentation_box_refine_min_pixels,segmentation_box_refine_threshold,segmentation_support_power,segmentation_support_threshold,task_aligned_detection,train_image_sampling_power,train_tile_anchor_class_power,train_tile_max_scale,train_tile_min_scale,train_tile_min_visibility,train_tile_prob,model_name,source_checkpoint,teacher_classification_loss_weight,teacher_count_loss_weight,teacher_detection_loss_weight,teacher_dir,teacher_segmentation_loss_weight,adapter_bottleneck,adapter_fusion,adapter_lr,encoder_lr,freeze_encoder_epochs,head_lr,balancer_lr,loss_balancer,uw_log_var_classification,uw_log_var_counting,uw_log_var_detection,uw_log_var_segmentation,uw_weight_classification,uw_weight_counting,uw_weight_detection,uw_weight_segmentation,dice,dice_foreground,loss,miou,miou_foreground,pixel_accuracy,linear_probe,bias,mae,mape,r2,rmse,accuracy,balanced_accuracy,macro_f1,weighted_f1
segmentation,.\outputs\fresh_benchmark_514\04_segmentation\runs\20260704_124248_deeplabv3_resnet50_seed42,cuda,DeepLabV3 ResNet-50,Atrous CNN,deeplabv3_resnet50,39635014,torchvision:deeplabv3_resnet50,42,39635014,21,0.4775859604652572,,,,,,1112.2360594000056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6499186719757287,0.5813895487763673,0.070980267962078,0.5264014839796861,0.4346341128951587,0.9817078825715301,,,,,,,,,,
segmentation,.\outputs\fresh_benchmark_514\04_segmentation\runs\20260704_130123_deeplabv3_resnet101_seed42,cuda,DeepLabV3 ResNet-101,Atrous CNN,deeplabv3_resnet101,58627142,torchvision:deeplabv3_resnet101,42,58627142,18,0.4691582831465581,,,,,,1021.8532620999904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6447868551715151,0.5753218220370262,0.06809466225760323,0.5192062719700918,0.426178024720741,0.9809713982916498,,,,,,,,,,
segmentation,.\outputs\fresh_benchmark_514\04_segmentation\runs\20260704_131828_deeplabv3_mobilenet_v3_large_seed42,cuda,DeepLabV3 MobileNetV3,Mobile semantic segmentation,deeplabv3_mobilenet_v3_large,11021622,torchvision:deeplabv3_mobilenet_v3_large,42,11021622,13,0.3664232510483102,,,,,,790.4474641999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5479937145019375,0.45998274777705284,0.08094516193324869,0.42378748636821423,0.3132691042907327,0.9730881034553825,,,,,,,,,,
segmentation,.\outputs\fresh_benchmark_514\04_segmentation\runs\20260704_133141_fcn_resnet50_seed42,cuda,FCN ResNet-50,Classic semantic segmentation,fcn_resnet50,32949318,torchvision:fcn_resnet50,42,32949318,15,0.47471269209322464,,,,,,939.8018649000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6303557165717865,0.5580273183707418,0.0693401021810321,0.5082647416534732,0.41309319562860647,0.9810918337338931,,,,,,,,,,
segmentation,.\outputs\fresh_benchmark_514\04_segmentation\runs\20260704_134724_fcn_resnet101_seed42,cuda,FCN ResNet-101,Classic semantic segmentation,fcn_resnet101,51941446,torchvision:fcn_resnet101,42,51941446,10,0.46022792573563664,,,,,,657.5255120000074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63196623500872,0.5600490302910908,0.06582357879582938,0.5048473079974063,0.4091675595511117,0.9793992476029829,,,,,,,,,,
segmentation,.\outputs\fresh_benchmark_514\04_segmentation\runs\20260704_135824_lraspp_mobilenet_v3_large_seed42,cuda,LR-ASPP MobileNetV3,Mobile semantic segmentation,lraspp_mobilenet_v3_large,3218988,torchvision:lraspp_mobilenet_v3_large,42,3218988,20,0.4207736035470246,,,,,,979.8759945000056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6035581293414345,0.5261991565305323,0.07115242804412718,0.47595746010378476,0.37497088455873073,0.9777124578302557,,,,,,,,,,
segmentation,.\outputs\fresh_benchmark_514\04_segmentation\runs\20260704_141447_fpn_resnet50_seed42,cuda,FPN ResNet-50,FPN semantic segmentation,fpn_resnet50,9372358,timm_fpn:resnet50.a1_in1k,42,9372358,20,0.4417396756404418,,,,,,1006.4742006000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6420827216301861,0.5719462358207534,0.0605904089359494,0.5209844263019834,0.4280544644631227,0.9819592562588778,,,,,,,,,,
segmentation,.\outputs\fresh_benchmark_514\04_segmentation\runs\20260704_143136_fpn_convnextv2_tiny_tta_seed42,cuda,FPN ConvNeXtV2-T + Flip TTA,Modern CNN segmentation + TTA,fpn_convnextv2_tiny_tta,28640774,timm_fpn:convnextv2_tiny.fcmae_ft_in22k_in1k,42,28640774,16,0.48791884639773864,,,,,,890.2259245000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6897931614226341,0.62906079984364,0.05413216826590625,0.5705586028226398,0.48727131210913627,0.9839678677645597,,,,,,,,,,
segmentation,.\outputs\fresh_benchmark_514\04_segmentation\runs\20260704_144629_fpn_efficientnetv2_s_seed42,cuda,FPN EfficientNetV2-S,Efficient semantic segmentation,fpn_efficientnetv2_s,20476630,timm_fpn:tf_efficientnetv2_s.in21k_ft_in1k,42,20476630,9,0.47054200710837,,,,,,649.50444959999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6367321165967962,0.5654115764683403,0.05846157553908113,0.5148956219867064,0.4205231672791241,0.9826545715332031,,,,,,,,,,
segmentation,.\outputs\fresh_benchmark_514\04_segmentation\runs\20260704_183037_berrymtl_unified_seed42,cuda,BerryMTL-ConvNeXtV2 (ours),Unified multitask dense prediction,berrymtl_unified,28839431,timm_fpn_multitask:convnextv2_tiny.fcmae_ft_in22k_in1k,42,28839431,6,0.4028481373780333,,,,,,655.1511135999899,512.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6134311728403669,0.53820352652591,,0.4866596404403642,0.38812073707614336,0.9757973311783431,,,,,,,,,,
segmentation,.\outputs\fresh_benchmark_514\04_segmentation\runs\20260704_184154_berrymtl_roi_attention_seed42,cuda,BerryMTL-ROI-Attention (ours),Unified multitask ROI attention,berrymtl_roi_attention,29014157,timm_fpn_roi_attention:convnextv2_tiny.fcmae_ft_in22k_in1k,42,29014157,29,0.6224817548069205,,,,,,1652.0562599999976,512.0,True,mask-attended ROI head,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65493669575378,0.5874563726510811,,0.5317274847112515,0.44111435509000174,0.9815119458483411,,,,,,,,,,
segmentation,.\outputs\fresh_benchmark_514\04_segmentation\runs\20260704_190948_berrymtl_roi_attention_ft_seed42,cuda,BerryMTL-ROI-Attention FT (ours),Unified multitask ROI attention,berrymtl_roi_attention_ft,29014157,timm_fpn_roi_attention:convnextv2_tiny.fcmae_ft_in22k_in1k,42,174726,6,0.634487348215383,,,,,,722.0712658999983,512.0,True,mask-attended ROI head,True,True,.\outputs\fresh_benchmark_514\07_cross_task_analysis\ours\runs\20260704_183037_berrymtl_unified_seed42\best.pt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6116065895208777,0.5360808917791158,,0.48482081038669905,0.38604508143238686,0.975009670505276,,,,,,,,,,
segmentation,.\outputs\fresh_benchmark_514\04_segmentation\runs\20260704_192212_berrymtl_centerdet_seed42,cuda,BerryMTL-CenterDet (ours),Unified multitask anchor-free detection,berrymtl_centerdet,29330136,timm_fpn_centernet:convnextv2_tiny.fcmae_ft_in22k_in1k,42,29330136,21,0.5862522268110845,,,,,,1540.3589402999933,512.0,True,mask-attended ROI head,True,,,True,False,12.0,300.0,20.0,1.25,False,shared,False,False,True,5.0,False,1.0,0.0,False,0.0,0.0,0.0,0.0,False,0.3,0.1,6.0,0.3,0.0,0.0,False,0.0,0.0,0.72,0.42,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.644593578687919,0.5753216947971694,,0.5161936488462311,0.4230187335986134,0.9783239488477831,,,,,,,,,,
segmentation,.\outputs\fresh_benchmark_514\04_segmentation\runs\20260704_194814_berrymtl_centerdet_plus_seed42,cuda,BerryMTL-CenterDet+Contrastive (ours),Unified multitask anchor-free detection,berrymtl_centerdet_plus,29330136,timm_fpn_centernet:convnextv2_tiny.fcmae_ft_in22k_in1k,42,29330136,3,0.6111660813661641,,,,,,513.2083963000041,512.0,True,mask-attended ROI head,True,,.\outputs\fresh_benchmark_514\07_cross_task_analysis\ours\runs\20260704_192212_berrymtl_centerdet_seed42\best.pt,True,False,12.0,260.0,20.0,1.25,False,shared,False,False,True,5.0,False,1.0,0.0,False,0.0,0.0,0.0,0.0,False,0.3,0.1,6.0,0.3,0.0,0.0,False,0.0,0.0,0.72,0.42,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.6437072594359972,0.5742222277202507,,0.5161318822854322,0.42287411439835043,0.9784421053799716,,,,,,,,,,
segmentation,.\outputs\fresh_benchmark_514\04_segmentation\runs\20260704_195709_berrymtl_centerdet_agnostic_seed42,cuda,BerryMTL-AgnosticCenter+ROI (ours),Unified multitask anchor-free detection,berrymtl_centerdet_agnostic,29329620,timm_fpn_centernet:convnextv2_tiny.fcmae_ft_in22k_in1k,42,29329620,11,0.6086715235805691,,,,,,965.5066691999964,512.0,True,mask-attended ROI head,True,,.\outputs\fresh_benchmark_514\07_cross_task_analysis\ours\runs\20260704_194814_berrymtl_centerdet_plus_seed42\best.pt,True,True,12.0,260.0,20.0,1.25,False,shared,False,False,True,1.0,False,1.0,0.0,False,0.0,0.0,0.0,0.0,False,0.3,0.1,6.0,0.3,0.0,0.0,False,0.0,0.0,0.72,0.42,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.6490023522594518,0.5805593325495373,,0.5215408229283276,0.4293314225335201,0.9788470082468801,,,,,,,,,,
segmentation,.\outputs\fresh_benchmark_514\04_segmentation\runs\20260704_201336_berrymtl_centerdet_tiletrain_seed42,cuda,BerryMTL-AgnosticCenter+ROI TileTrain (ours),Unified multitask anchor-free detection,berrymtl_centerdet_tiletrain,29329620,timm_fpn_centernet:convnextv2_tiny.fcmae_ft_in22k_in1k,42,29329620,25,0.6247168444515901,,,,,,1182.775414299991,512.0,True,mask-attended ROI head,True,,.\outputs\fresh_benchmark_514\07_cross_task_analysis\ours\runs\20260704_195709_berrymtl_centerdet_agnostic_seed42\best.pt,True,True,12.0,300.0,20.0,1.25,False,shared,False,False,True,1.0,False,1.0,0.0,False,0.0,0.0,0.0,0.0,False,0.3,0.1,6.0,0.3,0.0,0.0,False,0.0,0.0,0.68,0.38,0.25,0.4,,,,,,,,,,,,,,,,,,,,,,,,0.6509699313914012,0.5827420429143065,,0.5288188253268274,0.4377141310644954,0.9808355554357752,,,,,,,,,,
segmentation,.\outputs\fresh_benchmark_514\04_segmentation\runs\20260704_203343_berrymtl_centerdet_decoupled_seed42,cuda,BerryMTL-DecoupledCenterDet (ours),Unified multitask anchor-free detection,berrymtl_centerdet_decoupled,30535253,timm_fpn_centernet:convnextv2_tiny.fcmae_ft_in22k_in1k,42,30535253,4,0.5715025271441878,,,,,,602.4027359000029,512.0,True,mask-attended ROI head,True,,.\outputs\fresh_benchmark_514\07_cross_task_analysis\ours\runs\20260704_201336_berrymtl_centerdet_tiletrain_seed42\best.pt,True,True,12.0,300.0,20.0,1.25,False,det_cls_vs_seg_count,True,False,True,1.0,False,1.0,0.0,False,0.0,0.0,0.0,0.0,False,0.3,0.1,6.0,0.3,0.0,0.0,False,0.0,0.0,0.72,0.42,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.6546004923466423,0.5870740124544451,,0.5295601029102401,0.4385550215663495,0.980909471387987,,,,,,,,,,
segmentation,.\outputs\fresh_benchmark_514\04_segmentation\runs\20260704_204408_berrymtl_centerdet_decoupled_residual_seed42,cuda,BerryMTL-DecoupledCenterDet+ResidualCount (ours),Unified multitask anchor-free detection,berrymtl_centerdet_decoupled_residual,30535253,timm_fpn_centernet:convnextv2_tiny.fcmae_ft_in22k_in1k,42,30535253,7,0.6268743912879188,,,,,,751.0537027999962,512.0,True,mask-attended ROI head,True,,.\outputs\fresh_benchmark_514\07_cross_task_analysis\ours\runs\20260704_201336_berrymtl_centerdet_tiletrain_seed42\best.pt,True,True,12.0,300.0,20.0,1.25,False,det_cls_vs_seg_count,True,True,True,1.0,False,1.0,0.0,False,0.0,0.0,0.0,0.0,False,0.3,0.1,6.0,0.3,0.0,0.0,False,0.0,0.0,0.72,0.42,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.6532793847317666,0.5854278374015338,,0.5323052141732365,0.44172929565693586,0.9818300519670758,,,,,,,,,,
segmentation,.\outputs\fresh_benchmark_514\04_segmentation\runs\20260704_205702_berrymtl_centerdet_shared_matched_seed42,cuda,BerryMTL-SharedCenterDet Matched (ours),Unified multitask anchor-free detection,berrymtl_centerdet_shared_matched,29329620,timm_fpn_centernet:convnextv2_tiny.fcmae_ft_in22k_in1k,42,29329620,8,0.6355201945438845,,,,,,799.913954100004,512.0,True,mask-attended ROI head,True,,.\outputs\fresh_benchmark_514\07_cross_task_analysis\ours\runs\20260704_201336_berrymtl_centerdet_tiletrain_seed42\best.pt,True,True,12.0,300.0,20.0,1.25,False,shared,False,False,True,1.0,False,1.0,0.0,False,0.0,0.0,0.0,0.0,False,0.3,0.1,6.0,0.3,0.0,0.0,False,0.0,0.0,0.72,0.42,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.6478951469016669,0.5789824777340754,,0.5249731104541676,0.432961755999531,0.9816032013335785,,,,,,,,,,
segmentation,.\outputs\fresh_benchmark_514\04_segmentation\runs\20260704_211044_berrymtl_centerdet_aligned_highres_seed42,cuda,BerryMTL-AlignedHighResCenterDet (ours),Unified multitask anchor-free detection,berrymtl_centerdet_aligned_highres,31582358,timm_fpn_centernet:convnextv2_tiny.fcmae_ft_in22k_in1k,42,31582358,14,0.604853923229341,,,,,,1093.9687575000135,512.0,True,mask-attended ROI head,True,,.\outputs\fresh_benchmark_514\07_cross_task_analysis\ours\runs\20260704_204408_berrymtl_centerdet_decoupled_residual_seed42\best.pt,True,True,12.0,350.0,20.0,1.25,False,det_cls_vs_seg_count,True,True,True,1.0,True,1.0,0.0,True,0.0,0.0,0.0,0.0,False,0.3,0.1,6.0,0.3,0.0,0.0,True,0.0,0.0,0.72,0.42,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.6529850296223905,0.5851061829108651,,0.5296935958821255,0.4386575552273997,0.9813729818765219,,,,,,,,,,
segmentation,.\outputs\fresh_benchmark_514\04_segmentation\runs\20260704_212919_berrymtl_centerdet_highres_residual_seed42,cuda,BerryMTL-HighResCenterDet+ResidualCount (ours),Unified multitask anchor-free detection,berrymtl_centerdet_highres_residual,30991253,timm_fpn_centernet:convnextv2_tiny.fcmae_ft_in22k_in1k,42,30991253,2,0.6065453553144714,,,,,,500.71352670001215,512.0,True,mask-attended ROI head,True,,.\outputs\fresh_benchmark_514\07_cross_task_analysis\ours\runs\20260704_204408_berrymtl_centerdet_decoupled_residual_seed42\best.pt,True,True,12.0,350.0,20.0,1.25,False,det_cls_vs_seg_count,True,True,True,1.0,True,1.0,0.0,True,0.0,0.0,0.0,0.0,False,0.3,0.1,6.0,0.3,0.0,0.0,False,0.0,0.0,0.72,0.42,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.6569202875479023,0.5899503776574704,,0.5324741865223918,0.44223421596333595,0.9803291419883827,,,,,,,,,,
segmentation,.\outputs\fresh_benchmark_514\04_segmentation\runs\20260704_213802_berrymtl_centerdet_hitile_quality_seed42,cuda,BerryMTL-HiTile-QualityDet (ours),Unified multitask anchor-free detection,berrymtl_centerdet_hitile_quality,31582358,timm_fpn_centernet:convnextv2_tiny.fcmae_ft_in22k_in1k,42,31582358,27,0.6649345382565184,,,,,,1175.251629700011,768.0,True,mask-attended ROI head,True,,.\outputs\fresh_benchmark_514\07_cross_task_analysis\ours\runs\20260704_212919_berrymtl_centerdet_highres_residual_seed42\best.pt,True,True,12.0,110.0,18.0,1.6,True,det_cls_vs_seg_count,True,True,True,1.0,True,1.0,0.0,True,0.0,0.0,0.0,0.0,False,0.3,0.1,6.0,0.3,0.35,0.035,True,0.0,0.0,0.58,0.3,0.2,0.55,,,,,,,,,,,,,,,,,,,,,,,,0.6707785358443158,0.606348939430586,,0.5482889022728119,0.46075620247458327,0.9823362232114674,,,,,,,,,,
segmentation,.\outputs\fresh_benchmark_514\04_segmentation\runs\20260704_215800_berrymtl_teacher_aligned_det_seed42,cuda,BerryMTL-TeacherAlignedDet (ours),Unified multitask anchor-free detection,berrymtl_teacher_aligned_det,31582358,timm_fpn_centernet:convnextv2_tiny.fcmae_ft_in22k_in1k,42,31582358,8,0.6822980950110071,,,,,,622.5741382999986,768.0,True,mask-attended ROI head,True,,.\outputs\fresh_benchmark_514\07_cross_task_analysis\ours\runs\20260704_213802_berrymtl_centerdet_hitile_quality_seed42\best.pt,True,True,12.0,110.0,18.0,1.6,True,det_cls_vs_seg_count,True,True,True,1.0,True,1.18,1.35,True,8.0,0.45,2.0,0.28,True,0.25,0.08,6.0,0.25,0.35,0.035,True,0.55,0.75,0.58,0.3,0.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,0.6763610391453567,0.6130039923911893,,0.5553092748244713,0.46909395909393864,0.9828165337808893,,,,,,,,,,
segmentation,.\outputs\fresh_benchmark_514\04_segmentation\runs\20260705_130302_berrymtl_specialist_guided_distill_seed42,cuda,BerryMTL-SpecialistGuidedDistill (ours),Specialist-guided unified distillation,berrymtl_specialist_guided_distill,31582358,,42,31582358,5,0.6799774714154981,,,,,,1114.9320621999796,768.0,,,,,,,True,,,,,,,True,True,,1.0,True,,,True,,,,,,,,,,,,True,,,,,,,convnextv2_tiny.fcmae_ft_in22k_in1k,.\outputs\fresh_benchmark_514\07_cross_task_analysis\ours\runs\20260704_215800_berrymtl_teacher_aligned_det_seed42\best.pt,0.25,0.0,0.18,.\outputs\fresh_benchmark_514\07_cross_task_analysis\specialist_teachers\best_individual_514,0.1,,,,,,,,,,,,,,,,,0.6710871089932166,0.6066494566810866,,0.5490308552113445,0.4615089105999153,0.9829666335861404,,,,,,,,,,
segmentation,.\outputs\fresh_benchmark_514\04_segmentation\runs\20260705_134300_berrymtl_specialist_adapter_fusion_seed42,cuda,BerryMTL-SpecialistAdapterFusion (ours),Specialist-initialized adapter fusion,berrymtl_specialist_adapter_fusion,31727178,,42,31727178,2,0.6816990110632285,,,,,,1301.4883641999913,768.0,,,,,,,True,,,,,,,True,True,,1.0,True,,,True,,,,,,,,,,,,True,,,,,,,convnextv2_tiny.fcmae_ft_in22k_in1k,.\outputs\fresh_benchmark_514\07_cross_task_analysis\ours\runs\20260704_215800_berrymtl_teacher_aligned_det_seed42\best.pt,0.2,0.0,0.1,.\outputs\fresh_benchmark_514\07_cross_task_analysis\specialist_teachers\best_individual_514,0.06,48.0,True,0.00016,4e-06,4.0,3e-05,,,,,,,,,,,0.6793903565514845,0.616628313948149,,0.5582569606582292,0.4726097569529354,0.9829728207718931,,,,,,,,,,
segmentation,.\outputs\fresh_benchmark_514\04_segmentation\runs\20260705_142348_berrymtl_specialist_adapter_fusion_uncertainty_seed42,cuda,BerryMTL-SpecialistAdapterFusion-UW (ours),Specialist adapter fusion + uncertainty weighting,berrymtl_specialist_adapter_fusion_uncertainty,31727178,,42,31727178,4,0.6832769943281684,,,,,,1375.1890083999897,768.0,,,,,,,True,,,,,,,True,True,,1.0,True,,,True,,,,,,,,,,,,True,,,,,,,convnextv2_tiny.fcmae_ft_in22k_in1k,.\outputs\fresh_benchmark_514\07_cross_task_analysis\ours\runs\20260704_215800_berrymtl_teacher_aligned_det_seed42\best.pt,0.2,0.0,0.1,.\outputs\fresh_benchmark_514\07_cross_task_analysis\specialist_teachers\best_individual_514,0.06,48.0,True,0.00016,4e-06,4.0,3e-05,8e-05,uncertainty,-0.11687372624874115,-0.1170836091041565,0.10420405864715576,-0.11660267412662506,1.123977541923523,1.124213457107544,0.9010413885116577,1.1236728429794312,0.6797119409702068,0.6170094331134436,,0.5586866559644167,0.4731159555705515,0.983052593633038,,,,,,,,,,
counting,.\outputs\fresh_benchmark_514\05_counting\runs\20260630_001319_count_efficientnetv2_s_seed42,cuda,EfficientNetV2-S Regression,Direct regression,count_efficientnetv2_s,20178769,tf_efficientnetv2_s.in21k_ft_in1k,42,20178769,7,13.369977678571429,,,,,,551.9586642000359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.38130199135124,,,,False,-0.6572646103896104,13.85836038961039,45.729248212001565,0.8584085550418171,22.22750139598791,,,,
counting,.\outputs\fresh_benchmark_514\05_counting\runs\20260703_154453_count_resnet50_seed42,cuda,ResNet-50 Regression,Direct regression,count_resnet50,23510081,resnet50.a1_in1k,42,23510081,17,13.215940797483766,,,,,,868.1935083999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.959319582233181,,,,False,-4.344346083603896,14.449459719967532,36.204877436150824,0.8741414420398909,20.95624730963361,,,,
counting,.\outputs\fresh_benchmark_514\05_counting\runs\20260703_155924_count_convnextv2_tiny_seed42,cuda,ConvNeXtV2-T Regression,Direct regression,count_convnextv2_tiny,27867265,convnextv2_tiny.fcmae_ft_in22k_in1k,42,27867265,3,43.954342532467535,,,,,,406.84512650000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.69389446060379,,,,False,-31.28206168831169,39.19237012987013,90.42097732012166,-0.2804378278854145,66.84230031047296,,,,
counting,.\outputs\fresh_benchmark_514\05_counting\runs\20260703_160614_count_mobilenetv3_large_seed42,cuda,MobileNetV3-Large Regression,Direct regression,count_mobilenetv3_large,4203313,mobilenetv3_large_100.ra_in1k,42,4203313,11,14.526785714285714,,,,,,672.7695567999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.417970583036347,,,,False,7.470779220779221,17.91112012987013,81.10535703551508,0.8199692317868019,25.063718641430075,,,,
counting,.\outputs\fresh_benchmark_514\05_counting\runs\20260703_161729_count_efficientnet_b4_seed42,cuda,EfficientNet-B4 Regression,Direct regression,count_efficientnet_b4,17550409,tf_efficientnet_b4.ns_jft_in1k,42,17550409,10,14.600750811688311,,,,,,644.9925510000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.78543560226242,,,,False,1.2677556818181819,19.283786525974026,62.36588579462013,0.7746954384680245,28.0386520730999,,,,
counting,.\outputs\fresh_benchmark_514\05_counting\runs\20260703_162818_count_vit_base_patch16_224_seed42,cuda,ViT-B/16 Regression,Transformer regression,count_vit_base_patch16_224,85799425,vit_base_patch16_224.augreg2_in21k_ft_in1k,42,85799425,37,34.9301948051948,,,,,,1357.4181492000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.562568639780018,,,,False,-9.705560064935066,25.053368506493506,82.16705246519206,0.5310308094168608,40.45240022701274,,,,
counting,.\outputs\fresh_benchmark_514\05_counting\runs\20260703_165058_count_swin_tiny_seed42,cuda,Swin-T Regression,Hierarchical transformer regression,count_swin_tiny,27520123,swin_tiny_patch4_window7_224.ms_in1k,42,27520123,40,29.91325081168831,,,,,,1352.5411712999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.42055183881289,,,,False,-14.10257711038961,23.91791801948052,61.90573495928763,0.5218325914010284,40.847184325367174,,,,
counting,.\outputs\fresh_benchmark_514\05_counting\runs\20260703_171333_count_deit3_small_seed42,cuda,DeiT-III-S Regression,Data-efficient transformer regression,count_deit3_small,21674881,deit3_small_patch16_224.fb_in22k_ft_in1k,42,21674881,2,39.81310876623377,,,,,,361.3165497000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.91769230830205,,,,False,-27.680397727272727,35.411728896103895,79.9773791951666,-0.0996129595993196,61.94297560818847,,,,
counting,.\outputs\fresh_benchmark_514\05_counting\runs\20260704_120611_count_maxvit_tiny_seed42,cuda,MaxViT-T Regression,Hybrid regression,count_maxvit_tiny,30404041,maxvit_tiny_tf_224.in1k,42,30404041,7,42.960633116883116,,,,,,582.135700800005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.61972595809342,,,,False,-29.708400974025974,38.11140422077922,86.95722459908754,-0.2373427607555212,65.7078338299042,,,,
counting,.\outputs\fresh_benchmark_514\05_counting\runs\20260704_121557_count_dinov2_vitb14_linear_seed42,cuda,DINOv2 ViT-B/14 Linear Regression,Self-supervised transfer regression,count_dinov2_vitb14_linear,86580481,vit_base_patch14_dinov2.lvd142m,42,769,40,38.92867288961039,,,,,,1607.2537441000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.47067993956727,,,,True,-25.93668831168831,33.96915584415584,72.45436854696612,-0.018510714265678407,59.614916536387284,,,,
counting,.\outputs\fresh_benchmark_514\05_counting\runs\20260704_183037_berrymtl_unified_seed42,cuda,BerryMTL-ConvNeXtV2 (ours),Unified multitask dense prediction,berrymtl_unified,28839431,timm_fpn_multitask:convnextv2_tiny.fcmae_ft_in22k_in1k,42,28839431,6,0.4028481373780333,,,,,,655.1511135999899,512.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5539772727272725,16.5275974025974,58.98048471421872,0.8126001282790566,25.5715341417051,,,,
